mainFrameColor,62,65,46
jButton1,236,21,200
jButton2,34,42,37
jButton3,147,97,50
jButton4,199,104,15
jButton5,113,168,52
jButton6,104,81,99
jButton7,121,13,86
jButton8,145,43,25
jButton9,163,252,134
jButton10,148,196,236
jButton11,89,91,150
jButton12,215,71,227
jButton13,34,31,179
jButton14,213,220,249
jButton15,218,161,204
jButton16,212,209,234
jButton17,233,255,175
jButton18,246,250,223
jTextField1,19,106,9
jTextField1TextColor,147,13,3
jLabel1,87,51,6
jPanel1,168,20,11
jPanel2,249,224,208
jPanel3,193,233,255
jPanel4,112,247,237
jPanel5,153,219,227
