mainFrameColor,63,5,5
jButton1,251,208,176
jButton2,12,35,10
jButton3,17,226,67
jButton4,100,118,220
jButton5,174,188,160
jButton6,0,108,237
jButton7,7,103,251
jButton8,98,30,117
jButton9,11,11,63
jButton10,107,162,136
jButton11,11,105,11
jButton12,121,87,220
jButton13,244,144,245
jButton14,253,251,255
jButton15,255,237,251
jButton16,242,253,237
jButton17,255,244,247
jButton18,249,252,249
jTextField1,1,1,38
jTextField1TextColor,131,20,10
jLabel1,3,7,13
jPanel1,14,17,6
jPanel2,253,255,221
jPanel3,254,227,252
jPanel4,228,249,254
jPanel5,250,227,248
