mainFrameColor,18,5,11
jButton1,245,124,158
jButton2,132,154,197
jButton3,118,253,40
jButton4,110,208,76
jButton5,141,16,245
jButton6,239,88,240
jButton7,80,105,114
jButton8,53,225,54
jButton9,244,128,94
jButton10,167,133,205
jButton11,177,37,113
jButton12,26,238,69
jButton13,28,158,98
jButton14,214,244,249
jButton15,244,58,159
jButton16,17,95,208
jButton17,228,33,81
jButton18,32,165,40
jTextField1,134,108,54
jTextField1TextColor,225,19,187
jLabel1,124,75,236
jPanel1,168,88,104
jPanel2,122,129,215
jPanel3,212,157,10
jPanel4,150,186,37
jPanel5,84,68,124
