mainFrameColor,45,26,12
jButton1,92,9,3
jButton2,112,13,24
jButton3,57,98,38
jButton4,31,29,26
jButton5,117,23,7
jButton6,81,118,6
jButton7,5,105,78
jButton8,37,3,54
jButton9,11,49,18
jButton10,26,47,69
jButton11,22,49,0
jButton12,53,67,41
jButton13,80,126,2
jButton14,113,5,11
jButton15,224,12,30
jButton16,91,92,4
jButton17,17,68,12
jButton18,1,18,54
jTextField1,57,17,2
jTextField1TextColor,0,119,62
jLabel1,72,0,71
jPanel1,87,36,16
jPanel2,200,71,0
jPanel3,7,24,75
jPanel4,8,72,16
jPanel5,70,69,46
