mainFrameColor,11,4,4
jButton1,86,84,233
jButton2,59,140,145
jButton3,227,91,32
jButton4,248,119,13
jButton5,62,230,132
jButton6,30,195,244
jButton7,48,54,16
jButton8,222,224,244
jButton9,167,240,188
jButton10,252,81,73
jButton11,129,218,50
jButton12,242,219,228
jButton13,1,41,140
jButton14,188,56,54
jButton15,0,172,19
jButton16,203,209,39
jButton17,183,165,229
jButton18,102,134,171
jTextField1,87,99,51
jTextField1TextColor,212,191,16
jLabel1,147,67,29
jPanel1,252,223,46
jPanel2,89,32,145
jPanel3,156,32,157
jPanel4,231,57,199
jPanel5,56,120,89
