mainFrameColor,49,34,1
jButton1,8,64,15
jButton2,47,194,12
jButton3,0,15,5
jButton4,86,13,25
jButton5,11,27,21
jButton6,38,46,16
jButton7,68,28,26
jButton8,182,32,26
jButton9,20,58,81
jButton10,95,9,49
jButton11,18,121,15
jButton12,10,90,27
jButton13,27,30,40
jButton14,151,43,19
jButton15,11,5,8
jButton16,35,50,30
jButton17,49,35,38
jButton18,15,3,119
jTextField1,15,148,60
jTextField1TextColor,43,29,11
jLabel1,56,11,18
jPanel1,12,47,34
jPanel2,72,15,5
jPanel3,98,39,10
jPanel4,142,10,46
jPanel5,9,111,10
