mainFrameColor,44,40,44
jButton1,11,106,210
jButton2,97,62,23
jButton3,210,163,194
jButton4,230,66,171
jButton5,179,190,184
jButton6,18,142,216
jButton7,11,247,163
jButton8,17,156,76
jButton9,146,102,219
jButton10,246,131,182
jButton11,16,222,155
jButton12,56,77,92
jButton13,77,127,110
jButton14,245,211,182
jButton15,194,233,229
jButton16,236,254,196
jButton17,213,152,253
jButton18,160,183,252
jTextField1,72,37,10
jTextField1TextColor,235,0,35
jLabel1,32,42,8
jPanel1,61,70,15
jPanel2,218,198,232
jPanel3,209,251,232
jPanel4,232,185,202
jPanel5,140,251,239
