mainFrameColor,12,20,26
jButton1,64,160,195
jButton2,2,4,52
jButton3,102,24,77
jButton4,170,156,109
jButton5,201,103,180
jButton6,131,76,237
jButton7,194,99,23
jButton8,57,230,198
jButton9,99,106,94
jButton10,143,76,170
jButton11,184,226,184
jButton12,156,110,81
jButton13,44,168,42
jButton14,158,255,183
jButton15,174,227,247
jButton16,233,181,211
jButton17,84,237,239
jButton18,245,217,165
jTextField1,73,177,19
jTextField1TextColor,9,51,40
jLabel1,64,7,22
jPanel1,24,135,28
jPanel2,202,234,245
jPanel3,190,191,243
jPanel4,159,175,243
jPanel5,206,185,253
