mainFrameColor,29,11,4
jButton1,101,52,218
jButton2,18,9,7
jButton3,152,57,157
jButton4,157,228,203
jButton5,215,161,72
jButton6,114,47,53
jButton7,93,132,103
jButton8,73,103,67
jButton9,119,252,54
jButton10,151,106,176
jButton11,76,51,206
jButton12,71,3,133
jButton13,243,142,204
jButton14,254,251,237
jButton15,245,228,250
jButton16,249,246,247
jButton17,223,254,250
jButton18,240,222,253
jTextField1,0,13,13
jTextField1TextColor,139,27,12
jLabel1,48,15,3
jPanel1,4,22,2
jPanel2,230,249,248
jPanel3,235,244,243
jPanel4,229,244,246
jPanel5,254,239,252
