mainFrameColor,7,27,12
jButton1,185,154,238
jButton2,122,76,81
jButton3,196,144,204
jButton4,238,231,42
jButton5,95,177,210
jButton6,122,122,228
jButton7,90,114,144
jButton8,232,192,0
jButton9,169,155,12
jButton10,121,188,147
jButton11,145,86,212
jButton12,251,138,14
jButton13,229,231,4
jButton14,106,129,16
jButton15,90,131,134
jButton16,237,250,155
jButton17,101,33,43
jButton18,11,180,79
jTextField1,203,92,189
jTextField1TextColor,50,209,104
jLabel1,12,156,76
jPanel1,25,6,51
jPanel2,106,31,86
jPanel3,100,93,50
jPanel4,130,206,70
jPanel5,11,210,190
