mainFrameColor,45,2,5
jButton1,30,169,100
jButton2,160,12,63
jButton3,139,99,41
jButton4,216,18,231
jButton5,33,135,7
jButton6,166,80,219
jButton7,250,255,66
jButton8,250,106,30
jButton9,165,83,119
jButton10,202,153,185
jButton11,78,188,251
jButton12,228,135,210
jButton13,6,172,84
jButton14,40,134,200
jButton15,192,199,7
jButton16,131,236,25
jButton17,237,96,167
jButton18,144,33,70
jTextField1,10,116,163
jTextField1TextColor,145,85,223
jLabel1,209,140,173
jPanel1,151,190,118
jPanel2,16,231,92
jPanel3,34,110,60
jPanel4,191,252,98
jPanel5,118,76,179
