mainFrameColor,16,6,1
jButton1,158,25,160
jButton2,3,21,3
jButton3,49,218,91
jButton4,169,131,110
jButton5,143,120,1
jButton6,37,119,171
jButton7,91,194,218
jButton8,8,85,193
jButton9,89,236,226
jButton10,145,205,6
jButton11,168,81,233
jButton12,21,63,246
jButton13,179,83,64
jButton14,246,241,247
jButton15,255,220,250
jButton16,214,243,250
jButton17,254,249,242
jButton18,240,237,235
jTextField1,135,19,13
jTextField1TextColor,5,5,23
jLabel1,8,18,3
jPanel1,7,28,1
jPanel2,244,250,253
jPanel3,229,222,255
jPanel4,239,237,253
jPanel5,253,220,252
