mainFrameColor,23,7,9
jButton1,27,216,252
jButton2,37,4,9
jButton3,219,110,61
jButton4,113,202,66
jButton5,197,105,94
jButton6,166,150,106
jButton7,94,55,239
jButton8,237,252,30
jButton9,243,101,52
jButton10,91,67,241
jButton11,42,15,55
jButton12,158,217,233
jButton13,247,246,42
jButton14,245,219,245
jButton15,249,228,252
jButton16,229,248,248
jButton17,251,242,254
jButton18,236,249,240
jTextField1,4,8,16
jTextField1TextColor,152,19,10
jLabel1,28,8,3
jPanel1,31,35,12
jPanel2,215,254,240
jPanel3,254,252,232
jPanel4,233,246,251
jPanel5,244,244,242
