mainFrameColor,1,16,8
jButton1,213,42,242
jButton2,21,222,130
jButton3,187,179,86
jButton4,125,204,138
jButton5,255,156,109
jButton6,221,20,231
jButton7,1,121,241
jButton8,185,73,6
jButton9,19,188,109
jButton10,208,185,53
jButton11,187,84,213
jButton12,150,31,127
jButton13,223,44,64
jButton14,132,182,99
jButton15,184,142,42
jButton16,185,232,89
jButton17,219,73,123
jButton18,149,197,188
jTextField1,183,22,54
jTextField1TextColor,231,54,245
jLabel1,226,12,192
jPanel1,153,56,124
jPanel2,162,83,38
jPanel3,152,106,24
jPanel4,250,223,48
jPanel5,116,213,113
