mainFrameColor,30,10,18
jButton1,202,152,171
jButton2,10,4,20
jButton3,22,225,46
jButton4,90,148,152
jButton5,42,229,138
jButton6,61,132,78
jButton7,172,69,173
jButton8,177,179,110
jButton9,157,18,42
jButton10,212,28,243
jButton11,152,161,135
jButton12,56,114,142
jButton13,249,123,240
jButton14,247,244,231
jButton15,222,240,255
jButton16,251,235,242
jButton17,245,246,244
jButton18,222,245,250
jTextField1,143,20,4
jTextField1TextColor,5,5,6
jLabel1,7,5,31
jPanel1,14,38,7
jPanel2,237,246,247
jPanel3,219,252,252
jPanel4,244,242,233
jPanel5,254,246,236
