mainFrameColor,20,3,84
jButton1,79,21,28
jButton2,87,74,34
jButton3,66,223,154
jButton4,139,55,97
jButton5,114,254,207
jButton6,94,216,176
jButton7,185,82,207
jButton8,183,182,36
jButton9,225,138,157
jButton10,29,252,82
jButton11,81,225,188
jButton12,59,242,239
jButton13,173,183,38
jButton14,255,254,195
jButton15,197,152,246
jButton16,224,170,225
jButton17,255,141,249
jButton18,187,212,245
jTextField1,4,220,1
jTextField1TextColor,67,18,9
jLabel1,7,40,8
jPanel1,101,24,28
jPanel2,212,178,240
jPanel3,143,239,235
jPanel4,246,163,172
jPanel5,207,231,219
