mainFrameColor,14,46,0
jButton1,247,219,131
jButton2,8,70,166
jButton3,61,159,161
jButton4,220,103,70
jButton5,14,31,119
jButton6,35,141,37
jButton7,167,99,232
jButton8,11,212,177
jButton9,155,127,18
jButton10,13,174,92
jButton11,127,166,62
jButton12,187,158,46
jButton13,100,45,211
jButton14,241,104,70
jButton15,74,48,244
jButton16,175,144,158
jButton17,113,21,178
jButton18,231,183,22
jTextField1,141,117,26
jTextField1TextColor,200,43,222
jLabel1,108,100,137
jPanel1,66,165,80
jPanel2,14,171,168
jPanel3,77,201,170
jPanel4,152,156,21
jPanel5,143,157,132
