mainFrameColor,25,8,5
jButton1,106,70,251
jButton2,197,156,46
jButton3,171,148,86
jButton4,141,98,238
jButton5,121,221,3
jButton6,98,242,102
jButton7,164,131,61
jButton8,21,58,135
jButton9,154,81,163
jButton10,100,137,23
jButton11,154,79,54
jButton12,178,46,15
jButton13,134,219,181
jButton14,137,20,57
jButton15,139,154,205
jButton16,54,245,82
jButton17,163,121,148
jButton18,254,26,77
jTextField1,68,5,143
jTextField1TextColor,222,223,50
jLabel1,176,14,155
jPanel1,34,91,7
jPanel2,247,120,171
jPanel3,82,47,242
jPanel4,178,96,168
jPanel5,73,161,49
