mainFrameColor,8,1,22
jButton1,41,119,65
jButton2,104,245,219
jButton3,241,9,86
jButton4,138,13,88
jButton5,130,48,191
jButton6,178,54,242
jButton7,77,220,34
jButton8,148,103,240
jButton9,59,102,67
jButton10,29,148,222
jButton11,197,166,72
jButton12,114,37,246
jButton13,143,131,43
jButton14,101,75,204
jButton15,229,218,93
jButton16,159,77,78
jButton17,233,83,127
jButton18,133,57,49
jTextField1,96,173,95
jTextField1TextColor,195,92,2
jLabel1,103,138,111
jPanel1,84,172,153
jPanel2,164,146,249
jPanel3,95,130,24
jPanel4,101,76,88
jPanel5,159,88,116
