mainFrameColor,12,38,6
jButton1,181,7,180
jButton2,109,177,200
jButton3,138,166,203
jButton4,120,36,249
jButton5,243,98,58
jButton6,90,188,246
jButton7,242,226,66
jButton8,69,172,174
jButton9,11,203,55
jButton10,115,218,47
jButton11,168,137,232
jButton12,234,139,186
jButton13,154,157,152
jButton14,61,229,247
jButton15,176,23,158
jButton16,206,100,91
jButton17,237,160,149
jButton18,241,164,219
jTextField1,149,52,197
jTextField1TextColor,165,240,195
jLabel1,207,138,139
jPanel1,245,238,136
jPanel2,244,100,13
jPanel3,217,99,13
jPanel4,174,52,119
jPanel5,90,174,189
