mainFrameColor,114,88,4
jButton1,17,124,16
jButton2,125,82,20
jButton3,17,19,5
jButton4,39,46,26
jButton5,32,14,11
jButton6,47,18,26
jButton7,5,36,11
jButton8,4,30,59
jButton9,15,132,38
jButton10,57,2,60
jButton11,52,114,27
jButton12,42,111,15
jButton13,3,2,12
jButton14,38,58,10
jButton15,107,16,4
jButton16,19,103,13
jButton17,114,20,1
jButton18,35,27,17
jTextField1,122,128,23
jTextField1TextColor,20,54,65
jLabel1,14,52,29
jPanel1,90,15,15
jPanel2,41,53,19
jPanel3,48,61,6
jPanel4,41,30,43
jPanel5,74,40,48
