mainFrameColor,90,26,60
jButton1,72,27,9
jButton2,35,66,17
jButton3,34,44,42
jButton4,2,144,3
jButton5,41,15,23
jButton6,50,16,17
jButton7,84,30,22
jButton8,97,59,7
jButton9,93,28,27
jButton10,66,43,19
jButton11,132,55,9
jButton12,39,39,45
jButton13,160,15,24
jButton14,34,14,61
jButton15,24,58,18
jButton16,20,86,2
jButton17,51,39,45
jButton18,21,6,46
jTextField1,55,81,34
jTextField1TextColor,174,44,79
jLabel1,23,90,44
jPanel1,6,45,64
jPanel2,0,9,26
jPanel3,56,18,26
jPanel4,28,22,22
jPanel5,12,98,17
