mainFrameColor,5,15,7
jButton1,29,244,198
jButton2,0,20,1
jButton3,99,67,29
jButton4,12,193,224
jButton5,85,16,62
jButton6,39,28,109
jButton7,188,255,58
jButton8,9,34,233
jButton9,52,230,52
jButton10,66,129,103
jButton11,129,119,123
jButton12,209,70,151
jButton13,18,23,129
jButton14,233,238,252
jButton15,241,239,246
jButton16,222,239,252
jButton17,232,241,246
jButton18,241,250,250
jTextField1,11,8,6
jTextField1TextColor,141,3,11
jLabel1,20,11,6
jPanel1,20,8,7
jPanel2,226,254,248
jPanel3,246,235,241
jPanel4,235,228,234
jPanel5,254,222,253
