mainFrameColor,54,4,2
jButton1,10,5,15
jButton2,14,7,0
jButton3,4,17,15
jButton4,14,5,20
jButton5,36,5,4
jButton6,4,13,3
jButton7,5,2,3
jButton8,12,20,12
jButton9,35,5,1
jButton10,14,18,1
jButton11,17,2,14
jButton12,24,13,7
jButton13,11,24,0
jButton14,43,0,16
jButton15,25,14,5
jButton16,14,2,3
jButton17,25,22,6
jButton18,19,18,4
jTextField1,7,1,3
jTextField1TextColor,148,5,12
jLabel1,30,10,2
jPanel1,32,3,10
jPanel2,29,9,1
jPanel3,22,1,11
jPanel4,27,13,0
jPanel5,40,4,0
