mainFrameColor,2,18,11
jButton1,173,134,190
jButton2,149,133,145
jButton3,201,143,53
jButton4,113,130,15
jButton5,98,92,110
jButton6,160,15,255
jButton7,156,156,17
jButton8,45,1,129
jButton9,61,87,212
jButton10,215,1,26
jButton11,253,68,92
jButton12,48,255,4
jButton13,35,192,170
jButton14,253,239,181
jButton15,127,179,239
jButton16,101,45,247
jButton17,192,128,8
jButton18,89,229,214
jTextField1,10,233,94
jTextField1TextColor,171,217,203
jLabel1,86,156,86
jPanel1,43,200,25
jPanel2,12,0,9
jPanel3,134,110,96
jPanel4,212,13,50
jPanel5,115,39,172
