mainFrameColor,52,118,48
jButton1,33,55,53
jButton2,112,21,9
jButton3,62,25,26
jButton4,73,65,12
jButton5,43,14,20
jButton6,73,83,14
jButton7,11,14,45
jButton8,44,36,13
jButton9,8,127,29
jButton10,0,19,17
jButton11,118,8,8
jButton12,9,86,10
jButton13,120,56,0
jButton14,52,108,18
jButton15,14,4,19
jButton16,11,64,31
jButton17,141,13,3
jButton18,13,85,11
jTextField1,28,18,1
jTextField1TextColor,25,151,12
jLabel1,25,40,56
jPanel1,4,11,38
jPanel2,3,58,41
jPanel3,18,22,71
jPanel4,55,26,26
jPanel5,48,10,20
