mainFrameColor,16,16,2
jButton1,211,141,168
jButton2,10,10,6
jButton3,167,90,185
jButton4,214,204,45
jButton5,67,171,166
jButton6,241,146,180
jButton7,226,122,30
jButton8,215,29,126
jButton9,243,77,56
jButton10,197,234,249
jButton11,40,163,254
jButton12,36,36,49
jButton13,224,74,113
jButton14,248,231,236
jButton15,248,237,251
jButton16,245,251,251
jButton17,243,246,251
jButton18,228,242,240
jTextField1,0,35,9
jTextField1TextColor,141,6,0
jLabel1,24,2,19
jPanel1,45,13,24
jPanel2,235,238,243
jPanel3,249,250,240
jPanel4,241,252,237
jPanel5,227,240,250
