mainFrameColor,20,6,26
jButton1,34,125,196
jButton2,132,231,111
jButton3,161,217,139
jButton4,24,239,99
jButton5,146,50,91
jButton6,250,214,109
jButton7,26,137,250
jButton8,194,61,73
jButton9,216,144,236
jButton10,156,100,87
jButton11,124,72,228
jButton12,134,155,38
jButton13,94,124,43
jButton14,52,174,249
jButton15,35,59,56
jButton16,181,157,249
jButton17,106,125,107
jButton18,10,206,49
jTextField1,66,5,250
jTextField1TextColor,161,72,119
jLabel1,250,62,222
jPanel1,39,109,106
jPanel2,21,174,99
jPanel3,253,91,120
jPanel4,173,131,141
jPanel5,110,136,242
