1.500380274237E12,0.0,1.500384822507E12,0.0,1.500389366559E12,0.0,1.500393920638E12,0.0
1.500380274471E12,65184.0,1.500384822741E12,44288.0,1.500389366792E12,43264.0,1.500393920872E12,31616.0
1.50038027472E12,91104.0,1.500384822992E12,106624.0,1.500389367044E12,102704.0,1.500393921122E12,58640.0
1.500380274971E12,152608.0,1.50038482324E12,138208.0,1.500389367294E12,137520.0,1.500393921368E12,118288.0
1.500380275224E12,188784.0,1.500384823497E12,160896.0,1.500389367557E12,173744.0,1.500393921628E12,138416.0
1.500380275479E12,208320.0,1.500384823752E12,183136.0,1.500389367828E12,186672.0,1.500393921883E12,181824.0
1.50038027573E12,218896.0,1.500384824004E12,196160.0,1.500389368043E12,228576.0,1.50039392213E12,197920.0
1.500380275978E12,228864.0,1.500384824253E12,240080.0,1.500389368302E12,244752.0,1.500393922382E12,239728.0
1.500380276217E12,244976.0,1.500384824494E12,252224.0,1.500389368543E12,282160.0,1.50039392262E12,264368.0
1.500380276467E12,261392.0,1.500384824743E12,281792.0,1.500389368796E12,320960.0,1.500393922869E12,294528.0
1.500380276718E12,305888.0,1.500384824992E12,327504.0,1.500389369043E12,338976.0,1.500393923126E12,337360.0
1.500380276972E12,310608.0,1.500384825249E12,346256.0,1.500389369299E12,374112.0,1.500393923378E12,356416.0
1.500380277228E12,316800.0,1.500384825502E12,393712.0,1.500389369554E12,385488.0,1.500393923619E12,399152.0
1.500380277478E12,335712.0,1.500384825754E12,405520.0,1.500389369806E12,423680.0,1.500393923882E12,418096.0
1.50038027772E12,345408.0,1.500384825994E12,440656.0,1.500389370047E12,435744.0,1.500393924124E12,446320.0
1.500380277975E12,380176.0,1.500384826251E12,452752.0,1.500389370305E12,451424.0,1.500393924382E12,480704.0
1.500380278228E12,385984.0,1.500384826506E12,474128.0,1.500389370557E12,475280.0,1.500393924624E12,498544.0
1.500380278479E12,419760.0,1.500384826751E12,496688.0,1.500389370803E12,496272.0,1.500393924878E12,545264.0
1.500380278735E12,424496.0,1.500384827003E12,510256.0,1.500389371053E12,537472.0,1.500393925136E12,565760.0
1.500380278975E12,434752.0,1.500384827254E12,543696.0,1.500389371302E12,549616.0,1.500393925379E12,612288.0
1.500380279231E12,448832.0,1.500384827507E12,555488.0,1.500389371554E12,584768.0,1.500393925632E12,632720.0
1.500380279481E12,454912.0,1.50038482775E12,586528.0,1.500389371805E12,595968.0,1.500393925884E12,650528.0
1.500380279728E12,475184.0,1.500384828002E12,597616.0,1.500389372055E12,613440.0,1.500393926133E12,685024.0
1.500380279977E12,481280.0,1.500384828256E12,614048.0,1.500389372306E12,641968.0,1.500393926382E12,703040.0
1.500380280227E12,501984.0,1.500384828503E12,636448.0,1.500389372551E12,655664.0,1.500393926623E12,757344.0
1.500380280481E12,516320.0,1.500384828749E12,656432.0,1.500389372806E12,688112.0,1.500393926879E12,773616.0
1.500380280725E12,530448.0,1.500384828998E12,690128.0,1.500389373049E12,701632.0,1.500393927127E12,798000.0
1.50038028098E12,547328.0,1.500384829254E12,701456.0,1.500389373299E12,721408.0,1.500393927381E12,835456.0
1.500380281228E12,555792.0,1.500384829504E12,734800.0,1.500389373553E12,744400.0,1.500393927628E12,852896.0
1.500380281482E12,578832.0,1.50038482975E12,745744.0,1.500389373801E12,761520.0,1.500393927881E12,886032.0
1.500380281726E12,585088.0,1.500384830002E12,759504.0,1.500389374053E12,810496.0,1.500393928131E12,902096.0
1.50038028198E12,603904.0,1.500384830252E12,781952.0,1.500389374303E12,826640.0,1.500393928385E12,949200.0
1.500380282225E12,615600.0,1.500384830506E12,793072.0,1.500389374555E12,861936.0,1.500393928625E12,967840.0
1.500380282476E12,623296.0,1.500384830751E12,822992.0,1.500389374806E12,874704.0,1.500393928879E12,989744.0
1.500380282727E12,646752.0,1.500384830998E12,839600.0,1.500389375046E12,901360.0,1.500393929131E12,1023328.0
1.500380282989E12,655760.0,1.500384831255E12,851792.0,1.500389375305E12,925472.0,1.500393929382E12,1048400.0
1.500380283229E12,678480.0,1.500384831507E12,878464.0,1.500389375556E12,940416.0,1.50039392963E12,1093312.0
